latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
51.366,6.709,305.2,1,1,2019-10-12,01:55,A,63,6.0NRT,284.5,9.4,N
39.127,-1.985,301,1.1,1,2019-10-12,02:00,A,37,6.0NRT,282.9,7.9,N
48.971,25.907,321.2,1.3,1.1,2019-10-12,09:40,T,81,6.0NRT,277.7,29.3,D
45.525,19.885,312.7,1,1,2019-10-12,09:40,T,60,6.0NRT,298.6,6.7,D
44.272,26.958,310,1.9,1.3,2019-10-12,09:40,T,51,6.0NRT,298.7,12.9,D
45.455,20.703,313.1,1,1,2019-10-12,09:40,T,70,6.0NRT,298.5,6.9,D
45.457,20.69,346.4,1,1,2019-10-12,09:40,T,94,6.0NRT,300.6,50.9,D
45.657,19.615,312.8,1,1,2019-10-12,09:40,T,69,6.0NRT,298,7.3,D
45.524,20.677,313.9,1,1,2019-10-12,09:40,T,23,6.0NRT,297.5,6.7,D
45.526,20.664,339.6,1,1,2019-10-12,09:40,T,91,6.0NRT,299.1,38.9,D
45.527,20.718,310,1,1,2019-10-12,09:40,T,45,6.0NRT,298.1,4.3,D
45.529,20.705,322.3,1,1,2019-10-12,09:40,T,80,6.0NRT,298.5,14.9,D
45.576,20.707,331.9,1,1,2019-10-12,09:40,T,87,6.0NRT,297.5,28.1,D
45.578,20.694,310.8,1,1,2019-10-12,09:40,T,66,6.0NRT,296.8,6.2,D
45.584,20.656,329.7,1,1,2019-10-12,09:40,T,85,6.0NRT,297.9,24.6,D
45.62,20.66,311.2,1,1,2019-10-12,09:40,T,67,6.0NRT,297.2,6.1,D
45.653,21.393,314.1,1,1,2019-10-12,09:40,T,73,6.0NRT,298,8.9,D
45.765,20.685,306.2,1,1,2019-10-12,09:40,T,57,6.0NRT,295.9,3.8,D
44.67,26.816,312.8,1.8,1.3,2019-10-12,09:40,T,72,6.0NRT,297.4,18.2,D
45.781,21.114,321,1,1,2019-10-12,09:40,T,80,6.0NRT,296,16.3,D
45.79,21.117,308.5,1,1,2019-10-12,09:40,T,40,6.0NRT,295.7,4.9,D
44.739,26.994,310.8,1.8,1.3,2019-10-12,09:40,T,69,6.0NRT,296.5,14.9,D
44.744,26.972,314.6,1.8,1.3,2019-10-12,09:40,T,74,6.0NRT,296.4,21.6,D
45.961,20.558,306.6,1,1,2019-10-12,09:40,T,60,6.0NRT,295.6,4.1,D
45.963,20.546,324.9,1,1,2019-10-12,09:40,T,82,6.0NRT,295.7,19.9,D
46.069,21.286,304.3,1,1,2019-10-12,09:40,T,57,6.0NRT,292.4,3,D
46.333,21.557,311.7,1,1,2019-10-12,09:40,T,71,6.0NRT,296,7.6,D
46.407,21.56,307.1,1,1,2019-10-12,09:40,T,64,6.0NRT,295.4,4.6,D
46.614,21.837,306.8,1,1,2019-10-12,09:40,T,64,6.0NRT,294.5,5.2,D
46.621,21.846,308.5,1,1,2019-10-12,09:40,T,67,6.0NRT,294.6,5.8,D
46.623,21.833,317.4,1,1,2019-10-12,09:40,T,78,6.0NRT,295.7,13,D
46.74,21.921,306.8,1,1,2019-10-12,09:40,T,64,6.0NRT,294.9,5,D
46.94,21.778,305.7,1,1,2019-10-12,09:40,T,62,6.0NRT,291.2,3.8,D
46.561,24.028,304.5,1.2,1.1,2019-10-12,09:40,T,59,6.0NRT,292,5.4,D
