latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
50.076,20.095,316.5,1,1,2019-08-26,01:00,A,93,6.0NRT,290.1,16.5,N
48.611,21.192,304.7,1.1,1.1,2019-08-26,01:00,A,61,6.0NRT,291.2,8.5,N
48.275,14.336,300.3,1.1,1.1,2019-08-26,01:00,A,24,6.0NRT,289.5,5.3,N
38.793,15.211,360.6,1,1,2019-08-26,01:00,A,100,6.0NRT,295.5,0,N
50.079,20.081,302.6,1,1,2019-08-26,01:00,A,50,6.0NRT,289.5,6.1,N
51.486,6.73,302.3,2.7,1.6,2019-08-26,02:35,A,48,6.0NRT,290.5,22.1,N
51.482,6.723,302.2,2.7,1.6,2019-08-26,02:35,A,48,6.0NRT,290.4,22,N
51.043,2.302,307.7,1.7,1.3,2019-08-26,02:35,A,71,6.0NRT,290.4,19.8,N
51.032,2.295,300.9,1.7,1.3,2019-08-26,02:35,A,11,6.0NRT,289.3,11,N
53.141,8.689,302.1,2.9,1.6,2019-08-26,02:35,A,47,6.0NRT,288.1,27.9,N
43.981,24.934,322.9,2,1.4,2019-08-26,08:45,T,71,6.0NRT,299,23.7,D
43.979,24.959,321.5,2,1.4,2019-08-26,08:45,T,68,6.0NRT,300.4,19.2,D
49.957,23.354,312.6,2.8,1.6,2019-08-26,08:45,T,63,6.0NRT,293.6,34.9,D
48.213,28.608,319.8,1.5,1.2,2019-08-26,08:45,T,61,6.0NRT,307.6,14.7,D
47.408,34.161,324.1,1,1,2019-08-26,08:45,T,19,6.0NRT,311.1,9.6,D
47.468,28.33,315.1,1.5,1.2,2019-08-26,08:45,T,28,6.0NRT,301.6,10,D
47.465,28.323,318.1,1.5,1.2,2019-08-26,08:45,T,56,6.0NRT,302.2,13.2,D
46.643,34.628,327.5,1,1,2019-08-26,08:45,T,63,6.0NRT,309.7,10.4,D
46.502,34.82,327.7,1,1,2019-08-26,08:45,T,71,6.0NRT,309.1,8.3,D
46.784,32.679,336,1,1,2019-08-26,08:45,T,82,6.0NRT,310.4,22.4,D
46.782,32.692,331.5,1,1,2019-08-26,08:45,T,77,6.0NRT,310.9,15.9,D
46.387,29.435,326.8,1.3,1.1,2019-08-26,08:45,T,75,6.0NRT,309.5,14.4,D
48.847,27.597,317.6,1.7,1.3,2019-08-26,08:45,T,53,6.0NRT,303.7,15.7,D
48.859,25.531,321,2.1,1.4,2019-08-26,08:45,T,76,6.0NRT,297.2,40.4,D
48.86,25.524,321.1,2.1,1.4,2019-08-26,08:45,T,76,6.0NRT,297.2,41.1,D
48.065,33.317,330.2,1,1,2019-08-26,08:45,T,78,6.0NRT,306.3,19.2,D
48.063,33.331,320.7,1,1,2019-08-26,08:45,T,60,6.0NRT,308.3,7.7,D
48.467,29.306,337,1.4,1.2,2019-08-26,08:45,T,87,6.0NRT,304.4,46.4,D
48.461,29.299,324.5,1.4,1.2,2019-08-26,08:45,T,74,6.0NRT,302.3,21.8,D
48.46,29.317,319.1,1.4,1.2,2019-08-26,08:45,T,64,6.0NRT,302.9,13,D
47.87,33.387,318,1,1,2019-08-26,08:45,T,31,6.0NRT,306.3,6.8,D
