latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
51.687,15.975,301.2,1.2,1.1,2019-10-06,00:55,A,39,6.0NRT,274.3,12.4,N
51.685,15.992,305.8,1.2,1.1,2019-10-06,00:55,A,66,6.0NRT,274.5,16,N
51.686,15.985,318.4,1.2,1.1,2019-10-06,00:55,A,97,6.0NRT,274.7,27.5,N
42.468,-3.528,313.9,1.3,1.1,2019-10-06,02:35,A,88,6.0NRT,282.5,22.4,N
43.612,23.566,313.7,2.9,1.6,2019-10-06,08:40,T,74,6.0NRT,287.5,49.1,D
43.611,23.61,305.8,2.9,1.6,2019-10-06,08:40,T,53,6.0NRT,289.5,22.5,D
43.613,23.574,318.7,2.9,1.6,2019-10-06,08:40,T,79,6.0NRT,288.2,68.4,D
48.159,30.62,302.6,1.4,1.2,2019-10-06,08:40,T,41,6.0NRT,285.8,7.1,D
48.169,30.622,311.2,1.4,1.2,2019-10-06,08:40,T,71,6.0NRT,286.2,16.5,D
43.61,23.602,311.5,2.9,1.6,2019-10-06,08:40,T,71,6.0NRT,289.8,42.7,D
52.588,19.667,306.7,1.4,1.2,2019-10-06,10:15,T,60,6.0NRT,280.7,15.5,D
52.584,19.687,302.7,1.4,1.2,2019-10-06,10:15,T,53,6.0NRT,280.8,11.1,D
52.205,14.398,300.4,1,1,2019-10-06,10:15,T,36,6.0NRT,281.5,6.5,D
51.686,15.985,305.7,1.1,1,2019-10-06,10:20,T,58,6.0NRT,286.9,10.1,D
37.153,14.038,312.5,1.7,1.3,2019-10-06,10:20,T,54,6.0NRT,295.9,10.8,D
37.645,13.913,322.9,1.7,1.3,2019-10-06,10:20,T,46,6.0NRT,289.3,33.6,D
40.14,8.816,313,1,1,2019-10-06,10:20,T,38,6.0NRT,298.4,7.1,D
36.185,33.556,311.3,2.4,1.5,2019-10-06,10:20,A,45,6.0NRT,296.9,22.2,D
35.723,6.091,318.4,1,1,2019-10-06,10:20,T,61,6.0NRT,306.4,8.9,D
36.76,-3.65,319.9,3.6,1.8,2019-10-06,10:20,T,0,6.0NRT,302.3,66.3,D
36.769,-3.64,318.2,3.6,1.8,2019-10-06,10:20,T,60,6.0NRT,303,59.6,D
36.245,8.568,317.4,1,1,2019-10-06,10:20,T,59,6.0NRT,304.8,6.5,D
36.326,8.581,317.3,1,1,2019-10-06,10:20,T,68,6.0NRT,304.2,7.7,D
36.624,7.597,325.6,1,1,2019-10-06,10:20,T,80,6.0NRT,304.3,16,D
36.87,6.983,310.1,1,1,2019-10-06,10:20,T,37,6.0NRT,299,4.8,D
36.875,6.95,336.9,1,1,2019-10-06,10:20,T,84,6.0NRT,300.2,33.4,D
36.876,6.939,322.8,1,1,2019-10-06,10:20,T,68,6.0NRT,299,15.2,D
49.095,29.72,304,1.7,1.3,2019-10-06,10:25,A,40,6.0NRT,284.6,15.5,D
49.68,29.945,303.1,1.6,1.3,2019-10-06,10:25,A,26,6.0NRT,281,12,D
48.157,30.623,300.2,1.7,1.3,2019-10-06,10:25,A,28,6.0NRT,283.1,8.5,D
41.599,14.575,305.8,1,1,2019-10-06,12:00,A,0,6.0NRT,291.2,5.5,D
45.202,16.969,301.9,1.1,1,2019-10-06,12:00,A,49,6.0NRT,290.3,5.5,D
45.053,20.053,324.6,1.4,1.2,2019-10-06,12:00,A,83,6.0NRT,289.3,35.2,D
45.047,20.042,322.8,1.4,1.2,2019-10-06,12:00,A,82,6.0NRT,289.6,34.1,D
45.049,20.06,311.7,1.4,1.2,2019-10-06,12:00,A,72,6.0NRT,288.1,16.9,D
43.942,15.483,313.7,1,1,2019-10-06,12:00,A,74,6.0NRT,296.3,9.7,D
44.306,24.21,319.4,2.4,1.5,2019-10-06,12:00,A,75,6.0NRT,289.2,58,D
44.311,24.217,317.3,2.4,1.5,2019-10-06,12:00,A,77,6.0NRT,289.1,46.9,D
43.945,23.755,305.4,2.2,1.4,2019-10-06,12:00,A,43,6.0NRT,286.7,17.6,D
43.713,23.575,321.5,2.2,1.4,2019-10-06,12:00,A,70,6.0NRT,289.3,53,D
43.715,23.602,327.3,2.2,1.4,2019-10-06,12:00,A,74,6.0NRT,287.1,73.9,D
43.714,23.583,328.9,2.2,1.4,2019-10-06,12:00,A,75,6.0NRT,289,79.7,D
43.715,23.61,316.3,2.2,1.4,2019-10-06,12:00,A,72,6.0NRT,286.6,39.4,D
43.457,24.37,334.5,2.4,1.5,2019-10-06,12:00,A,89,6.0NRT,291,116.8,D
43.459,24.4,313.4,2.4,1.5,2019-10-06,12:00,A,74,6.0NRT,290.3,35,D
