latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
58.503,31.075,300.4,2.5,1.5,2019-09-23,01:20,A,27,6.0NRT,272.1,34.8,N
58.511,31.075,309.9,2.5,1.5,2019-09-23,01:20,A,79,6.0NRT,272.7,58.5,N
52.159,10.404,310.6,1.1,1,2019-09-23,01:25,A,81,6.0NRT,284,15.1,N
43.453,4.904,303.4,1.3,1.1,2019-09-23,01:25,A,32,6.0NRT,286.4,9.6,N
43.445,4.897,302.6,1.3,1.1,2019-09-23,01:25,A,22,6.0NRT,286.8,8.8,N
52.164,32.848,313.1,1.1,1,2019-09-23,09:10,T,73,6.0NRT,280.7,15.9,D
52.577,29.349,308.4,1,1,2019-09-23,09:10,T,67,6.0NRT,283.4,11.2,D
51.988,32.545,305.8,1.1,1,2019-09-23,09:10,T,62,6.0NRT,284.8,10.2,D
51.986,32.56,304.4,1.1,1,2019-09-23,09:10,T,59,6.0NRT,284.1,9.4,D
52.503,29.146,300,1,1,2019-09-23,09:10,T,22,6.0NRT,283.2,5.9,D
51.927,31.384,326,1,1,2019-09-23,09:10,T,84,6.0NRT,282.4,27.6,D
51.295,28.898,301.4,1,1,2019-09-23,09:10,T,16,6.0NRT,291.1,4.8,D
51.01,29.647,302.7,1,1,2019-09-23,09:10,T,42,6.0NRT,290.9,4.2,D
50.468,31.089,308.4,1,1,2019-09-23,09:10,T,57,6.0NRT,290,7.1,D
50.466,31.104,314,1,1,2019-09-23,09:10,T,71,6.0NRT,290,11.5,D
49.015,33.909,310.5,1.3,1.1,2019-09-23,09:10,T,61,6.0NRT,289,10.1,D
48.746,29.832,309.1,1,1,2019-09-23,09:10,T,64,6.0NRT,294.7,4.9,D
58.507,31.055,311.6,1,1,2019-09-23,09:10,T,71,6.0NRT,278.9,14.2,D
57.656,33.621,309.3,1,1,2019-09-23,09:10,T,59,6.0NRT,277.6,12.8,D
56.209,32.08,304.6,1,1,2019-09-23,09:10,T,59,6.0NRT,276,9.2,D
53.834,31.512,300.5,1,1,2019-09-23,09:10,T,38,6.0NRT,283,5.9,D
53.406,33.503,303.6,1.1,1,2019-09-23,09:10,T,56,6.0NRT,279.9,10.3,D
52.82,34.083,308.4,1.1,1.1,2019-09-23,09:10,T,67,6.0NRT,281.9,14,D
52.733,34.558,314.8,1.2,1.1,2019-09-23,09:10,T,75,6.0NRT,279.4,20.3,D
52.727,34.459,312.9,1.2,1.1,2019-09-23,09:10,T,73,6.0NRT,277.7,18.2,D
