latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
48.28,14.334,307.7,1.3,1.1,2019-09-20,00:55,A,72,6.0NRT,277,17.8,N
38.798,15.213,322.9,1,1,2019-09-20,00:55,A,92,6.0NRT,291.1,0,N
48.599,31.106,306.9,1.3,1.1,2019-09-20,08:40,T,37,6.0NRT,289.7,8.9,D
47.633,34.322,311.1,1,1,2019-09-20,08:40,T,67,6.0NRT,292.9,8.6,D
47.631,34.335,307.3,1,1,2019-09-20,08:40,T,52,6.0NRT,289.3,6,D
48.089,29.789,303.9,1.5,1.2,2019-09-20,08:40,T,54,6.0NRT,286.7,8.8,D
46.612,29.794,310.2,1.4,1.2,2019-09-20,08:40,T,62,6.0NRT,295.7,11.2,D
46.233,28.448,315.8,1.7,1.3,2019-09-20,08:40,T,74,6.0NRT,292.7,22.8,D
46.235,28.441,319.5,1.7,1.3,2019-09-20,08:40,T,79,6.0NRT,292.7,31.9,D
46.219,28.08,314.2,1.7,1.3,2019-09-20,08:40,T,74,6.0NRT,293.7,22.2,D
44.78,26.821,314.3,2,1.4,2019-09-20,08:40,T,75,6.0NRT,295.7,22,D
44.464,24.574,309.1,2.6,1.6,2019-09-20,08:40,T,66,6.0NRT,294.8,21.5,D
44.459,24.567,312.9,2.6,1.6,2019-09-20,08:40,T,72,6.0NRT,294.8,31.9,D
44.414,24.854,308.6,2.5,1.5,2019-09-20,08:40,T,65,6.0NRT,294.8,18,D
51.184,33.894,309.4,1.1,1.1,2019-09-20,08:40,T,56,6.0NRT,291.8,7.1,D
44.362,23.053,310.5,3.2,1.7,2019-09-20,08:40,T,55,6.0NRT,296.1,22.1,D
44.12,26.533,317.1,2,1.4,2019-09-20,08:40,T,52,6.0NRT,289.7,32.1,D
44.166,26.412,317.6,2,1.4,2019-09-20,08:40,T,56,6.0NRT,289.9,39.7,D
44.36,23.059,313.4,3.2,1.7,2019-09-20,08:40,T,72,6.0NRT,296.8,36.6,D
44.412,24.886,314.3,2.5,1.5,2019-09-20,08:40,T,73,6.0NRT,295.3,33.5,D
38.665,32.134,322.2,1,1,2019-09-20,08:40,T,66,6.0NRT,308.3,6.6,D
39.455,31.823,320,1,1,2019-09-20,08:40,T,64,6.0NRT,307,5.8,D
51.763,33.641,303.8,1.2,1.1,2019-09-20,08:40,T,57,6.0NRT,280.4,9.9,D
52.047,33.741,301.2,1.2,1.1,2019-09-20,08:40,T,34,6.0NRT,278.6,6.1,D
53.554,34.298,303.2,1.2,1.1,2019-09-20,08:40,T,52,6.0NRT,278.2,9.9,D
41.177,32.635,311.5,1,1,2019-09-20,08:40,T,65,6.0NRT,293.4,5,D
43.4,24.089,311.9,2.7,1.6,2019-09-20,08:40,T,72,6.0NRT,296.4,29.7,D
43.484,24.131,316,2.7,1.6,2019-09-20,08:40,T,76,6.0NRT,296.6,41.7,D
43.487,24.139,323.8,2.7,1.6,2019-09-20,08:40,T,82,6.0NRT,297,73.7,D
43.658,23.11,333.4,3.1,1.7,2019-09-20,08:40,T,88,6.0NRT,297.2,154.5,D
43.947,23.305,311.5,3,1.7,2019-09-20,08:40,T,57,6.0NRT,296.6,23.3,D
43.961,23.312,313.6,3,1.7,2019-09-20,08:40,T,60,6.0NRT,296.6,28.6,D
44.001,23.43,316.6,3,1.6,2019-09-20,08:40,T,76,6.0NRT,296.7,46.9,D
44.118,26.527,319.8,2,1.4,2019-09-20,08:40,T,79,6.0NRT,287.1,41.3,D
36.337,33.951,326,1.1,1,2019-09-20,08:45,T,77,6.0NRT,304.8,16.6,D
37.703,31.76,332.8,1,1,2019-09-20,08:45,T,82,6.0NRT,311.6,21.3,D
37.723,31.817,323.4,1,1,2019-09-20,08:45,T,63,6.0NRT,311.9,7,D
37.948,34.929,328.2,1.1,1,2019-09-20,08:45,T,79,6.0NRT,309.1,17.5,D
37.95,34.916,323.4,1.1,1,2019-09-20,08:45,T,73,6.0NRT,309.8,11.2,D
44.784,10.38,305.3,1,1,2019-09-20,10:20,T,51,6.0NRT,293.8,3.8,D
36.62,7.305,313.3,1,1,2019-09-20,10:20,T,50,6.0NRT,293.5,5.7,D
37.291,14.472,314,1.8,1.3,2019-09-20,10:20,T,58,6.0NRT,293,17.5,D
40.912,14.24,313.5,1.5,1.2,2019-09-20,10:20,T,71,6.0NRT,298.5,9.3,D
41.061,14.498,304.7,1.5,1.2,2019-09-20,10:20,T,27,6.0NRT,291.6,5,D
42.511,11.707,310.8,1.1,1,2019-09-20,10:20,T,64,6.0NRT,296.3,7,D
