latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
35.808,-0.244,303.4,1.2,1.1,2019-09-24,02:10,A,55,6.0NRT,292.3,7.7,N
45.447,34.997,316.4,1.6,1.2,2019-09-24,08:15,T,61,6.0NRT,292.5,17.6,D
46.583,34.433,321.1,1.7,1.3,2019-09-24,08:15,T,78,6.0NRT,292.9,33.6,D
46.582,34.455,327,1.7,1.3,2019-09-24,08:15,T,83,6.0NRT,294,47.5,D
47.827,34.871,311.7,1.7,1.3,2019-09-24,08:15,T,67,6.0NRT,295.3,16.7,D
46.408,34.504,319,1.7,1.3,2019-09-24,08:15,T,76,6.0NRT,295.3,27.8,D
48.956,34.31,336.6,1.9,1.3,2019-09-24,08:15,T,90,6.0NRT,295.6,86.9,D
47.829,34.849,318.2,1.7,1.3,2019-09-24,08:15,T,75,6.0NRT,295,28.6,D
57.656,33.623,300.4,2.5,1.5,2019-09-24,08:15,T,36,6.0NRT,275.4,27.4,D
49.405,31.319,306.5,2.7,1.6,2019-09-24,08:15,T,62,6.0NRT,290.3,28.5,D
49.339,30.766,303.1,2.9,1.6,2019-09-24,08:15,T,53,6.0NRT,288.2,20.1,D
48.958,34.284,317.1,1.9,1.3,2019-09-24,08:15,T,76,6.0NRT,293.6,30.2,D
36.933,31.041,318.1,2.1,1.4,2019-09-24,08:20,T,68,6.0NRT,300.6,20.7,D
53.212,21.421,301.8,1,1,2019-09-24,09:50,T,43,6.0NRT,290.2,4.8,D
50.979,24.317,307.9,1.3,1.1,2019-09-24,09:55,T,55,6.0NRT,290.2,11.8,D
50.975,24.335,304.3,1.3,1.1,2019-09-24,09:55,T,37,6.0NRT,288.3,8.8,D
50.688,24.395,305.6,1.4,1.2,2019-09-24,09:55,T,57,6.0NRT,291.4,7.5,D
49.322,25.789,317,1.7,1.3,2019-09-24,09:55,T,68,6.0NRT,296,22.7,D
49.311,25.784,315,1.7,1.3,2019-09-24,09:55,T,58,6.0NRT,294.5,17.9,D
49.324,25.785,312.6,1.7,1.3,2019-09-24,09:55,T,35,6.0NRT,295,13.8,D
49.314,25.779,315.9,1.7,1.3,2019-09-24,09:55,T,59,6.0NRT,294.6,19.7,D
49.186,25.537,326.4,1.7,1.3,2019-09-24,09:55,T,84,6.0NRT,294.4,41.3,D
49.188,25.532,317.5,1.7,1.3,2019-09-24,09:55,T,73,6.0NRT,294.5,23,D
49.177,25.527,320.8,1.7,1.3,2019-09-24,09:55,T,80,6.0NRT,294.5,30.4,D
49.1,25.658,308.4,1.7,1.3,2019-09-24,09:55,T,65,6.0NRT,294.8,12.1,D
48.955,26.054,307.3,1.8,1.3,2019-09-24,09:55,T,61,6.0NRT,293.2,11,D
48.877,24.979,304.7,1.6,1.2,2019-09-24,09:55,T,50,6.0NRT,292.1,9.3,D
