latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-26.542,29.192,308,3.6,1.8,2019-09-16,00:00,A,73,6.0NRT,280.1,77.8,N
-0.38,-160.01,310.2,2.6,1.5,2019-09-16,00:40,A,33,6.0NRT,298.2,28.5,D
67.934,153.141,320.4,1.7,1.3,2019-09-16,00:45,T,47,6.0NRT,271.6,36.5,D
61.925,166.652,304.7,1.2,1.1,2019-09-16,00:45,T,60,6.0NRT,287.8,8.9,D
67.9,153.125,307.3,1.7,1.3,2019-09-16,00:45,T,39,6.0NRT,272.1,19,D
67.937,153.101,334.9,1.7,1.3,2019-09-16,00:45,T,80,6.0NRT,277.7,74.5,D
67.948,153.106,346.6,1.7,1.3,2019-09-16,00:45,T,89,6.0NRT,277.4,115.8,D
56.632,161.317,347.2,1.1,1.1,2019-09-16,00:50,T,72,6.0NRT,289.1,67.5,D
56.641,161.321,311.6,1.1,1.1,2019-09-16,00:50,T,39,6.0NRT,279.4,15.1,D
67.911,153.171,322.7,1.6,1.3,2019-09-16,01:00,A,55,6.0NRT,276.4,39.4,D
56.622,161.297,321.5,2.8,1.6,2019-09-16,01:00,A,0,6.0NRT,278.4,97.7,D
67.939,153.118,361.9,1.6,1.3,2019-09-16,01:00,A,87,6.0NRT,286,178.3,D
67.956,153.182,320,1.6,1.3,2019-09-16,01:00,A,43,6.0NRT,279.4,35.5,D
-14.055,143.128,354.7,1.7,1.3,2019-09-16,01:05,T,97,6.0NRT,304.4,138.6,D
-12.857,134.809,317.3,1.3,1.1,2019-09-16,01:05,T,52,6.0NRT,285.6,11.2,D
-14.046,143.144,326.3,1.7,1.3,2019-09-16,01:05,T,77,6.0NRT,300.4,32.6,D
-14.044,143.129,331.7,1.7,1.3,2019-09-16,01:05,T,84,6.0NRT,302.8,46.3,D
-12.248,132.988,315.7,1.8,1.3,2019-09-16,01:05,T,34,6.0NRT,288.9,14.3,D
-12.204,132.916,314.9,1.8,1.3,2019-09-16,01:05,T,33,6.0NRT,289.2,11,D
-12.176,133.108,318.7,1.8,1.3,2019-09-16,01:05,T,59,6.0NRT,291.4,17.5,D
-12.128,132.936,316.6,1.8,1.3,2019-09-16,01:05,T,58,6.0NRT,289.7,16.5,D
-12.669,136.426,313.3,1.1,1,2019-09-16,01:05,T,59,6.0NRT,278.8,9.3,D
-11.573,130.791,311.6,2.8,1.6,2019-09-16,01:05,T,4,6.0NRT,282.6,19.6,D
-13.091,142.737,329.3,1.6,1.2,2019-09-16,01:05,T,83,6.0NRT,285.1,37.8,D
-13.089,142.723,339.3,1.6,1.2,2019-09-16,01:05,T,90,6.0NRT,284.6,64.6,D
-13.078,142.724,328.5,1.6,1.2,2019-09-16,01:05,T,83,6.0NRT,283.7,36.5,D
-12.93,141.684,314.3,1.3,1.1,2019-09-16,01:05,T,66,6.0NRT,284.3,9,D
-11.599,133.082,319.7,1.8,1.3,2019-09-16,01:05,T,0,6.0NRT,285.4,28.4,D
-12.81,142.077,327.9,1.4,1.2,2019-09-16,01:05,T,83,6.0NRT,283,31.3,D
-4.19,144.483,317.6,1.5,1.2,2019-09-16,01:05,T,36,6.0NRT,301.1,15.4,D
-12.623,142.493,309.5,1.5,1.2,2019-09-16,01:05,T,46,6.0NRT,272.5,10.2,D
-12.621,142.48,321,1.5,1.2,2019-09-16,01:05,T,77,6.0NRT,274.6,27.2,D
-11.137,142.355,314.2,1.4,1.2,2019-09-16,01:05,T,45,6.0NRT,278.1,12.5,D
-11.125,142.344,314.5,1.4,1.2,2019-09-16,01:05,T,41,6.0NRT,280.4,13.8,D
-10.981,142.345,315.6,1.4,1.2,2019-09-16,01:05,T,64,6.0NRT,277.9,16.5,D
-8.976,141.043,314.8,1.1,1,2019-09-16,01:05,T,51,6.0NRT,290.7,8.9,D
-11.329,132.384,313.5,2.1,1.4,2019-09-16,01:05,T,20,6.0NRT,290.4,15.4,D
-13.471,130.854,313.9,2.5,1.5,2019-09-16,01:05,T,56,6.0NRT,279.8,21.2,D
-14.618,141.659,324.1,1.4,1.2,2019-09-16,01:05,T,75,6.0NRT,287,23.9,D
-13.891,136.772,307.7,1,1,2019-09-16,01:05,T,57,6.0NRT,277.7,4.9,D
-12.854,130.487,325.2,2.7,1.6,2019-09-16,01:05,T,77,6.0NRT,275.1,73.2,D
-12.506,130.678,313.9,2.7,1.6,2019-09-16,01:05,T,32,6.0NRT,273.9,28.3,D
-12.496,130.705,318.3,2.7,1.6,2019-09-16,01:05,T,71,6.0NRT,277.6,47,D
-12.492,130.681,321,2.7,1.6,2019-09-16,01:05,T,74,6.0NRT,274.7,58.4,D
-14.505,144.336,320.4,2.1,1.4,2019-09-16,01:05,T,32,6.0NRT,301.3,25.3,D
-14.401,144.336,320.8,2.1,1.4,2019-09-16,01:05,T,14,6.0NRT,302,27.1,D
-12.867,134.807,327.9,1.3,1.1,2019-09-16,01:05,T,82,6.0NRT,285.1,27.7,D
-12.865,134.795,317.4,1.3,1.1,2019-09-16,01:05,T,55,6.0NRT,285.2,12.2,D
-14.057,143.143,327.8,1.7,1.3,2019-09-16,01:05,T,81,6.0NRT,303.2,37.4,D
-9.21,142.809,315.9,1.4,1.2,2019-09-16,01:05,T,30,6.0NRT,294.8,13,D
-8.898,140.94,315.1,1.1,1,2019-09-16,01:05,T,59,6.0NRT,291.2,8.5,D
-8.632,140.762,326.4,1.1,1,2019-09-16,01:05,T,80,6.0NRT,296.2,18.9,D
-8.652,141.083,320.3,1.1,1,2019-09-16,01:05,T,74,6.0NRT,293.7,12.4,D
-8.642,141.084,325.5,1.1,1,2019-09-16,01:05,T,79,6.0NRT,296.9,17.9,D
-8.641,141.074,315.5,1.1,1,2019-09-16,01:05,T,20,6.0NRT,293.7,6.6,D
-8.512,140.88,327.1,1.1,1,2019-09-16,01:05,T,81,6.0NRT,295.9,20,D
-8.435,141.055,319.6,1.1,1,2019-09-16,01:05,T,73,6.0NRT,297.6,11.4,D
-8.041,139.292,319.6,1,1,2019-09-16,01:05,T,68,6.0NRT,296.3,8.5,D
-7.911,139.097,314.3,1,1,2019-09-16,01:05,T,62,6.0NRT,292.4,6.9,D
-7.91,139.088,317.1,1,1,2019-09-16,01:05,T,68,6.0NRT,294.4,9.4,D
-7.798,138.898,317.5,1,1,2019-09-16,01:05,T,60,6.0NRT,295.2,9.4,D
-7.396,138.549,321,1,1,2019-09-16,01:05,T,47,6.0NRT,292.3,10.4,D
-7.31,145.934,311,2.2,1.4,2019-09-16,01:05,T,39,6.0NRT,293.5,24.4,D
-6.249,138.76,320.7,1,1,2019-09-16,01:05,T,66,6.0NRT,296.1,11.6,D
-6.315,146.201,314.6,2.3,1.5,2019-09-16,01:05,T,26,6.0NRT,290.6,24.6,D
-5.341,144.362,311.9,1.6,1.2,2019-09-16,01:05,T,68,6.0NRT,298.6,11.6,D
-3.145,130.417,311.2,4.2,1.9,2019-09-16,01:05,T,21,6.0NRT,293.7,38.9,D
-3.127,130.42,313.9,4.2,1.9,2019-09-16,01:05,T,40,6.0NRT,294.2,52.2,D
-5.163,144.141,326.8,1.5,1.2,2019-09-16,01:05,T,83,6.0NRT,297.2,37.4,D
-5.16,144.148,317.4,1.5,1.2,2019-09-16,01:05,T,73,6.0NRT,297.1,20.3,D
-5.158,144.135,314.1,1.5,1.2,2019-09-16,01:05,T,69,6.0NRT,296.4,15.2,D
-5.043,144.016,312.9,1.5,1.2,2019-09-16,01:05,T,51,6.0NRT,297,10.2,D
-4.111,138.876,319.3,1,1,2019-09-16,01:05,T,56,6.0NRT,297.6,12.8,D
-4.631,145.526,312.2,1.9,1.3,2019-09-16,01:05,T,60,6.0NRT,295.7,13.7,D
-4.517,145.364,323,1.8,1.3,2019-09-16,01:05,T,77,6.0NRT,297.3,34.9,D
-4.334,144.943,325.4,1.7,1.3,2019-09-16,01:05,T,78,6.0NRT,299.3,34.6,D
-4.332,144.928,316.8,1.7,1.3,2019-09-16,01:05,T,65,6.0NRT,298,16.2,D
-4.149,143.878,314.9,1.4,1.2,2019-09-16,01:05,T,47,6.0NRT,298.6,10.2,D
-4.016,143.019,315,1.2,1.1,2019-09-16,01:05,T,63,6.0NRT,298.3,8.7,D
-3.834,141.754,314.1,1.1,1,2019-09-16,01:05,T,63,6.0NRT,297.1,6.4,D
-4.143,144.724,316.9,1.6,1.2,2019-09-16,01:05,T,34,6.0NRT,301.9,15.2,D
-21.64,134.555,328.1,1.1,1,2019-09-16,01:10,T,62,6.0NRT,308,12.3,D
-26.345,130.173,330,1.6,1.2,2019-09-16,01:10,T,76,6.0NRT,311.3,27.8,D
-26.304,129.887,329,1.6,1.3,2019-09-16,01:10,T,75,6.0NRT,309.9,28.1,D
-26.307,129.903,330.7,1.6,1.3,2019-09-16,01:10,T,77,6.0NRT,310.8,32.6,D
-26.435,130.097,325.6,1.6,1.2,2019-09-16,01:10,T,70,6.0NRT,308.2,21.1,D
-15.788,142.2,321.4,1.6,1.2,2019-09-16,01:10,T,62,6.0NRT,304.9,14.5,D
-15.776,142.202,332.9,1.6,1.2,2019-09-16,01:10,T,78,6.0NRT,307.7,40.8,D
-15.942,144.507,319.3,2.3,1.5,2019-09-16,01:10,T,44,6.0NRT,302.3,34,D
-14.12,132.738,310.9,1.8,1.3,2019-09-16,01:10,T,29,6.0NRT,282.2,9.1,D
-21.643,134.576,341.7,1.1,1,2019-09-16,01:10,T,87,6.0NRT,311,34.2,D
-16.321,133.799,327.3,1.4,1.2,2019-09-16,01:10,T,33,6.0NRT,309.2,16.6,D
-15.769,130.623,320.7,2.3,1.5,2019-09-16,01:10,T,54,6.0NRT,300.7,22.9,D
-16.327,133.791,336.9,1.4,1.2,2019-09-16,01:10,T,75,6.0NRT,310.2,35.9,D
-16.335,133.776,363.2,1.4,1.2,2019-09-16,01:10,T,100,6.0NRT,312.7,128.5,D
-16.337,133.789,347.4,1.4,1.2,2019-09-16,01:10,T,92,6.0NRT,311.7,66.7,D
-16.339,133.802,329.2,1.4,1.2,2019-09-16,01:10,T,37,6.0NRT,308.9,19.7,D
-16.345,133.775,341.7,1.4,1.2,2019-09-16,01:10,T,88,6.0NRT,308,53,D
-16.347,133.787,332.3,1.4,1.2,2019-09-16,01:10,T,78,6.0NRT,307.9,29,D
-15.797,130.549,324.9,2.4,1.5,2019-09-16,01:10,T,71,6.0NRT,301,36.8,D
-21.635,134.641,329.4,1.1,1,2019-09-16,01:10,T,72,6.0NRT,309.8,14.9,D
-15.789,142.215,329,1.6,1.2,2019-09-16,01:10,T,68,6.0NRT,307.8,30.6,D
-15.79,142.209,322.6,1.6,1.2,2019-09-16,01:10,T,66,6.0NRT,306.8,15.4,D
-15.631,137.009,331.6,1,1,2019-09-16,01:10,T,58,6.0NRT,304.6,20.2,D
-15.389,135.145,333.2,1.2,1.1,2019-09-16,01:10,T,79,6.0NRT,309.7,21.2,D
