latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-11.741,142.562,321,4,1.9,2019-09-17,00:10,T,73,6.0NRT,294.8,96,D
-11.729,142.556,316.1,4,1.9,2019-09-17,00:10,T,60,6.0NRT,294.8,66.6,D
-11.746,142.553,315.1,4,1.9,2019-09-17,00:10,T,50,6.0NRT,294,56.7,D
-12.677,143.094,316.4,3.5,1.8,2019-09-17,00:10,T,27,6.0NRT,294.9,54.3,D
-12.56,142.102,311,4.1,1.9,2019-09-17,00:10,T,30,6.0NRT,296.8,35.1,D
-12.558,142.11,316.2,4.1,1.9,2019-09-17,00:10,T,62,6.0NRT,296.8,68.4,D
-12.544,142.105,314,4.1,1.9,2019-09-17,00:10,T,56,6.0NRT,296.2,52.2,D
-11.725,142.564,315.5,4,1.9,2019-09-17,00:10,T,34,6.0NRT,295,59.5,D
-22.45,150.645,323.1,1,1,2019-09-17,00:15,T,45,6.0NRT,299.2,14.7,D
-22.452,150.594,328.5,1,1,2019-09-17,00:15,T,80,6.0NRT,298.7,23.5,D
-22.459,150.643,326,1,1,2019-09-17,00:15,T,30,6.0NRT,299.9,16.5,D
-22.432,150.273,325.4,1,1,2019-09-17,00:15,T,57,6.0NRT,302.1,14.7,D
-22.434,150.282,335.3,1,1,2019-09-17,00:15,T,65,6.0NRT,304,27.3,D
-17.178,143.236,320.8,2.7,1.6,2019-09-17,00:15,T,69,6.0NRT,301.5,39.3,D
-17.189,143.241,317.8,2.7,1.6,2019-09-17,00:15,T,29,6.0NRT,301.8,25,D
-29.765,152.169,319.2,1.3,1.1,2019-09-17,00:15,T,71,6.0NRT,290.1,24.1,D
-29.763,152.155,318.4,1.3,1.1,2019-09-17,00:15,T,35,6.0NRT,289.2,21,D
-26.138,153.049,350.3,1.4,1.2,2019-09-17,00:15,T,95,6.0NRT,300.1,90.4,D
-26.129,153.064,317.3,1.4,1.2,2019-09-17,00:15,T,57,6.0NRT,300.9,15.5,D
-24.405,144.983,321.6,1.5,1.2,2019-09-17,00:15,T,60,6.0NRT,308.8,12.9,D
-22.446,150.3,327.8,1,1,2019-09-17,00:15,T,78,6.0NRT,303.5,16.9,D
-22.444,150.291,325.2,1,1,2019-09-17,00:15,T,75,6.0NRT,302.8,14.3,D
-22.435,150.292,326.5,1,1,2019-09-17,00:15,T,58,6.0NRT,302.7,15.3,D
-28.101,147.379,319.9,1,1,2019-09-17,00:15,T,62,6.0NRT,302.5,7.3,D
-22.444,150.606,327.6,1,1,2019-09-17,00:15,T,78,6.0NRT,300,20.5,D
-26.14,153.063,403,1.4,1.2,2019-09-17,00:15,T,100,6.0NRT,310.2,415.9,D
-22.443,150.596,326.1,1,1,2019-09-17,00:15,T,78,6.0NRT,298,20.3,D
-17.175,143.244,316.1,2.7,1.6,2019-09-17,00:15,T,24,6.0NRT,300.6,20.3,D
-17.171,143.218,318.5,2.8,1.6,2019-09-17,00:15,T,53,6.0NRT,301.9,27.1,D
-26.141,153.076,353.6,1.4,1.2,2019-09-17,00:15,T,91,6.0NRT,300.8,101.5,D
-26.15,153.061,371.6,1.4,1.2,2019-09-17,00:15,T,100,6.0NRT,299.5,182.5,D
-26.152,153.074,362.6,1.4,1.2,2019-09-17,00:15,T,87,6.0NRT,296.6,137.9,D
-26.621,147.814,322.5,1,1,2019-09-17,00:15,T,62,6.0NRT,308.4,7.4,D
-26.622,147.824,365.6,1,1,2019-09-17,00:15,T,100,6.0NRT,311.9,93.4,D
-28.1,147.368,340.8,1,1,2019-09-17,00:15,T,89,6.0NRT,303.4,35.8,D
-26.624,147.834,324.6,1,1,2019-09-17,00:15,T,68,6.0NRT,308.3,9.6,D
-26.626,147.845,335.9,1,1,2019-09-17,00:15,T,83,6.0NRT,308.8,25,D
-26.627,147.855,331.9,1,1,2019-09-17,00:15,T,79,6.0NRT,308.3,18.9,D
-29.772,152.053,319.1,1.3,1.1,2019-09-17,00:15,T,57,6.0NRT,289.6,23.3,D
-29.782,152.052,340.6,1.3,1.1,2019-09-17,00:15,T,90,6.0NRT,289.9,65.2,D
-29.8,152.206,337.5,1.3,1.1,2019-09-17,00:15,T,82,6.0NRT,291.9,54.3,D
-29.784,152.065,321.9,1.3,1.1,2019-09-17,00:15,T,60,6.0NRT,286.9,27.3,D
-29.802,152.218,333.1,1.3,1.1,2019-09-17,00:15,T,45,6.0NRT,290.8,42.1,D
-29.854,149.732,321.4,1.1,1,2019-09-17,00:15,T,38,6.0NRT,299.9,11.5,D
-32.085,145.561,307.6,1.1,1,2019-09-17,00:15,T,61,6.0NRT,291.6,6.1,D
-34.265,142.188,308.3,1.4,1.2,2019-09-17,00:15,T,67,6.0NRT,287.4,14.2,D
-22.445,150.615,327.7,1,1,2019-09-17,00:15,T,79,6.0NRT,300.4,20.5,D
-22.447,150.625,324.7,1,1,2019-09-17,00:15,T,70,6.0NRT,300.1,16.6,D
-22.448,150.635,319.7,1,1,2019-09-17,00:15,T,61,6.0NRT,300.1,12.1,D
-41.619,148.199,300.4,1.2,1.1,2019-09-17,00:20,T,34,6.0NRT,285.2,7.2,D
51.825,30.485,341.5,1,1,2019-09-17,00:20,A,100,6.0NRT,289.4,54.3,N
49.887,33.013,301.9,1.3,1.1,2019-09-17,00:20,A,45,6.0NRT,281.2,11.9,N
-36.404,145.426,303.4,1,1,2019-09-17,00:20,T,37,6.0NRT,289.8,4.4,D
-37.872,147.835,311.7,1.1,1,2019-09-17,00:20,T,0,6.0NRT,289.4,11.6,D
-37.946,145.07,300.7,1,1,2019-09-17,00:20,T,34,6.0NRT,287.5,2.4,D
-41.535,148.267,325,1.2,1.1,2019-09-17,00:20,T,63,6.0NRT,289.2,31.1,D
-41.502,147.495,400,1.1,1.1,2019-09-17,00:20,T,100,6.0NRT,294,297.2,D
-41.503,147.508,326.2,1.1,1.1,2019-09-17,00:20,T,84,6.0NRT,285,29.9,D
-41.504,147.487,367.5,1.1,1.1,2019-09-17,00:20,T,100,6.0NRT,291.2,129.3,D
-41.506,147.501,366.6,1.1,1.1,2019-09-17,00:20,T,100,6.0NRT,288.8,125.7,D
-41.617,148.185,300.2,1.2,1.1,2019-09-17,00:20,T,28,6.0NRT,287.8,6.6,D
-42.323,147.13,300.8,1.1,1,2019-09-17,00:20,T,36,6.0NRT,280.1,6.5,D
-42.332,147.128,301.8,1.1,1,2019-09-17,00:20,T,38,6.0NRT,281.2,7,D
43.499,23.566,304.9,1,1,2019-09-17,00:25,A,62,6.0NRT,288,8.7,N
43.501,23.554,309.1,1,1,2019-09-17,00:25,A,76,6.0NRT,287.2,11.6,N
43.525,23.928,340.3,1,1,2019-09-17,00:25,A,100,6.0NRT,290.4,46.9,N
43.526,23.915,334.6,1,1,2019-09-17,00:25,A,100,6.0NRT,289.9,37.4,N
43.528,23.903,311.9,1,1,2019-09-17,00:25,A,84,6.0NRT,288.8,12.6,N
43.534,23.93,303.6,1,1,2019-09-17,00:25,A,56,6.0NRT,288.2,7.3,N
43.646,23.497,319.7,1,1,2019-09-17,00:25,A,99,6.0NRT,286.7,20.7,N
43.59,24.118,302.2,1,1,2019-09-17,00:25,A,47,6.0NRT,286.1,7.5,N
30.54,26.085,311.1,1.5,1.2,2019-09-17,00:25,A,82,6.0NRT,290.5,20.8,N
41.445,21.942,314.9,1.1,1,2019-09-17,00:25,A,90,6.0NRT,287.8,17.5,N
43.214,24.365,302,1,1,2019-09-17,00:25,A,46,6.0NRT,286.9,6.9,N
29.232,19.698,320.9,1,1,2019-09-17,00:30,A,100,6.0NRT,289.7,20.6,N
28.904,20.953,323.1,1,1,2019-09-17,00:30,A,100,6.0NRT,292.9,21.3,N
28.903,20.963,314,1,1,2019-09-17,00:30,A,88,6.0NRT,292.9,12.8,N
29.079,19.06,301.4,1.1,1,2019-09-17,00:30,A,40,6.0NRT,291.3,5.8,N
29.078,19.071,303.2,1.1,1,2019-09-17,00:30,A,54,6.0NRT,291.5,6.9,N
28.917,19.773,312.6,1,1,2019-09-17,00:30,A,85,6.0NRT,291.9,12.8,N
28.916,19.783,310.2,1,1,2019-09-17,00:30,A,79,6.0NRT,291.9,11,N
27.991,22.326,322.4,1.1,1,2019-09-17,00:30,A,100,6.0NRT,292.2,23.6,N
27.58,22.407,303.5,1.1,1,2019-09-17,00:30,A,55,6.0NRT,292,6.8,N
28.908,19.771,339.5,1,1,2019-09-17,00:30,A,100,6.0NRT,292,45.2,N
29.231,19.708,300.5,1,1,2019-09-17,00:30,A,30,6.0NRT,289.3,4.9,N
