latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
67.555,164.021,311.6,1.2,1.1,2019-08-26,00:25,T,67,6.0NRT,280,13.9,D
63.498,157.83,302.5,1.4,1.2,2019-08-26,00:30,T,48,6.0NRT,289.6,6.9,D
-7.81,138.047,310.3,2,1.4,2019-08-26,00:45,T,53,6.0NRT,291.5,15.7,D
-7.813,138.065,311.4,2,1.4,2019-08-26,00:45,T,56,6.0NRT,291.4,18,D
-8.026,139.408,310,1.6,1.2,2019-08-26,00:45,T,55,6.0NRT,293.2,10,D
-8.17,140.015,314,1.4,1.2,2019-08-26,00:45,T,43,6.0NRT,297.4,11.1,D
-8.099,139.287,313.1,1.6,1.2,2019-08-26,00:45,T,61,6.0NRT,294.5,10.1,D
-8.443,141.034,314.5,1.2,1.1,2019-08-26,00:45,T,67,6.0NRT,295.9,9.9,D
-13.032,141.929,322.5,1,1,2019-08-26,00:50,T,72,6.0NRT,304,11.6,D
-15.209,144.727,327,1.1,1.1,2019-08-26,00:50,T,77,6.0NRT,304.3,18.8,D
-15.208,144.717,342.5,1.1,1.1,2019-08-26,00:50,T,91,6.0NRT,306.6,47.6,D
-15.206,144.706,322.5,1.1,1.1,2019-08-26,00:50,T,73,6.0NRT,302.8,14.2,D
-15.204,144.723,347.3,1.1,1.1,2019-08-26,00:50,T,94,6.0NRT,305.9,56.7,D
-15.203,144.713,352.7,1.1,1.1,2019-08-26,00:50,T,96,6.0NRT,305.2,71,D
-15.188,144.747,316.9,1.1,1.1,2019-08-26,00:50,T,57,6.0NRT,300.2,8.5,D
-15.187,144.736,317.7,1.1,1.1,2019-08-26,00:50,T,63,6.0NRT,301.2,9.1,D
-14.815,142.399,332.5,1,1,2019-08-26,00:50,T,81,6.0NRT,306.9,20.4,D
-14.814,142.389,370,1,1,2019-08-26,00:50,T,100,6.0NRT,308.9,105.4,D
-14.813,142.38,327.1,1,1,2019-08-26,00:50,T,75,6.0NRT,304.3,14.5,D
-14.47,144.277,318.2,1.1,1,2019-08-26,00:50,T,64,6.0NRT,302.1,7.4,D
-14.24,143.501,320,1,1,2019-08-26,00:50,T,58,6.0NRT,302.7,8.1,D
-14.186,143.506,321.1,1,1,2019-08-26,00:50,T,65,6.0NRT,303.4,8.3,D
-14.139,143.57,323.1,1,1,2019-08-26,00:50,T,36,6.0NRT,302.5,10.3,D
-13.672,143.073,320.3,1,1,2019-08-26,00:50,T,65,6.0NRT,303.3,7.6,D
-13.068,141.984,319.2,1,1,2019-08-26,00:50,T,66,6.0NRT,302.2,8.3,D
-12.978,141.697,330.2,1,1,2019-08-26,00:50,T,75,6.0NRT,302.7,21.1,D
-12.977,141.687,341,1,1,2019-08-26,00:50,T,89,6.0NRT,302.6,38,D
-12.975,141.678,328.2,1,1,2019-08-26,00:50,T,76,6.0NRT,300.9,19,D
-12.947,142.101,321.5,1,1,2019-08-26,00:50,T,48,6.0NRT,304.4,8.6,D
-12.92,142.105,323.6,1,1,2019-08-26,00:50,T,65,6.0NRT,303.8,10.4,D
-12.687,142.026,319.1,1,1,2019-08-26,00:50,T,12,6.0NRT,297.6,9.1,D
-12.606,142.527,322.5,1,1,2019-08-26,00:50,T,59,6.0NRT,293.9,15.8,D
-12.605,142.518,324.5,1,1,2019-08-26,00:50,T,60,6.0NRT,295,18.8,D
-12.491,142.316,315.8,1,1,2019-08-26,00:50,T,61,6.0NRT,293.8,9.2,D
-12.444,142.31,317.9,1,1,2019-08-26,00:50,T,74,6.0NRT,290.3,11.1,D
