latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
27.644,22.512,304.6,1.7,1.3,2019-09-30,00:00,A,61,6.0NRT,292.9,15,N
27.648,22.505,306.9,1.7,1.3,2019-09-30,00:00,A,70,6.0NRT,293.4,17.1,N
27.588,22.408,305.8,1.8,1.3,2019-09-30,00:00,A,66,6.0NRT,292.6,17.2,N
-19.98,24.692,307.9,2.3,1.5,2019-09-30,00:10,A,73,6.0NRT,285.8,36.9,N
-19.994,24.69,318.4,2.3,1.5,2019-09-30,00:10,A,97,6.0NRT,287.8,63,N
-19.996,24.713,312.8,2.3,1.5,2019-09-30,00:10,A,86,6.0NRT,286.1,47.6,N
-18.676,20.663,328.1,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,290.6,33.4,N
-18.774,20.091,302,1.1,1.1,2019-09-30,00:10,A,46,6.0NRT,285.8,7.4,N
-20.013,25.923,316.5,2.9,1.6,2019-09-30,00:10,A,63,6.0NRT,283.9,75.3,N
-19.978,24.67,315.4,2.3,1.5,2019-09-30,00:10,A,91,6.0NRT,285.8,55.6,N
-18.747,20.745,313,1.2,1.1,2019-09-30,00:10,A,57,6.0NRT,289,15.5,N
-18.679,20.686,331.3,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,290.6,39.2,N
-18.767,20.736,320.1,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,289.2,23.8,N
-18.768,20.747,329.5,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,290.2,37.5,N
-18.777,20.734,315.3,1.2,1.1,2019-09-30,00:10,A,86,6.0NRT,288.6,19,N
-18.761,20.175,301,1.1,1.1,2019-09-30,00:10,A,28,6.0NRT,286.6,6.2,N
-18.763,20.185,310.2,1.1,1.1,2019-09-30,00:10,A,79,6.0NRT,287.2,12.9,N
-19.981,25.898,312.9,2.9,1.6,2019-09-30,00:10,A,85,6.0NRT,284.1,63.6,N
-18.751,20.698,300.6,1.2,1.1,2019-09-30,00:10,A,31,6.0NRT,286.2,5.4,N
-18.736,20.735,322.2,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,288.7,25.5,N
-18.726,20.737,319.9,1.2,1.1,2019-09-30,00:10,A,80,6.0NRT,289.5,22.3,N
-18.724,20.725,315,1.2,1.1,2019-09-30,00:10,A,64,6.0NRT,288,16.2,N
-18.715,20.727,324.1,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,290.2,28.4,N
-18.703,20.717,317,1.2,1.1,2019-09-30,00:10,A,93,6.0NRT,288,18.6,N
-18.693,20.718,338.9,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,292,53.7,N
-18.692,20.707,324.5,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,289.1,27.7,N
-18.69,20.695,319.1,1.2,1.1,2019-09-30,00:10,A,98,6.0NRT,288,20.5,N
-18.689,20.684,312,1.2,1.1,2019-09-30,00:10,A,65,6.0NRT,288,12.7,N
-18.688,20.673,317.4,1.2,1.1,2019-09-30,00:10,A,95,6.0NRT,287.5,19.2,N
-18.676,20.583,314,1.2,1.1,2019-09-30,00:10,A,83,6.0NRT,288.1,16.2,N
-18.684,20.72,347.7,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,293,76.1,N
-18.682,20.708,307.8,1.2,1.1,2019-09-30,00:10,A,30,6.0NRT,289,10.4,N
-18.681,20.697,323.8,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,290.4,28.2,N
-18.675,20.652,321.4,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,289.7,23.8,N
-18.673,20.641,308.6,1.2,1.1,2019-09-30,00:10,A,71,6.0NRT,289.3,10.3,N
-18.672,20.629,318.1,1.2,1.1,2019-09-30,00:10,A,96,6.0NRT,290.3,20.1,N
-18.67,20.618,328.5,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,291,33.3,N
-18.669,20.607,323.3,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,289.8,26.3,N
-18.666,20.585,308.5,1.2,1.1,2019-09-30,00:10,A,67,6.0NRT,288.7,11.8,N
-18.666,20.664,327.9,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,291.2,34.3,N
-18.665,20.653,321.3,1.2,1.1,2019-09-30,00:10,A,77,6.0NRT,291.3,24.4,N
-18.664,20.642,338.6,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,293.6,53.2,N
-18.662,20.631,342.7,1.2,1.1,2019-09-30,00:10,A,100,6.0NRT,292.5,62.3,N
-18.438,19.642,301.2,1.1,1,2019-09-30,00:10,A,14,6.0NRT,289.2,5.4,N
-18.437,19.632,303.8,1.1,1,2019-09-30,00:10,A,46,6.0NRT,289.1,7,N
-18.43,21.996,305.1,1.4,1.2,2019-09-30,00:10,A,63,6.0NRT,281.5,16.5,N
-18.128,22.409,313.1,1.5,1.2,2019-09-30,00:10,A,86,6.0NRT,285.5,25.9,N
-17.052,17.857,305.9,1,1,2019-09-30,00:10,A,66,6.0NRT,288.7,8.2,N
-15.671,16.77,303.4,1.1,1,2019-09-30,00:10,A,13,6.0NRT,286.7,7.2,N
-15.654,16.784,315,1.1,1,2019-09-30,00:10,A,90,6.0NRT,288.4,15.8,N
-15.899,18.461,305.4,1,1,2019-09-30,00:10,A,37,6.0NRT,288,6.8,N
-15.641,16.765,316.5,1.1,1,2019-09-30,00:10,A,93,6.0NRT,289.2,17.9,N
