latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
38.295,27.066,305.4,1.1,1.1,2019-08-20,00:00,A,63,6.0NRT,293.5,6.9,N
38.286,27.064,304.8,1.1,1.1,2019-08-20,00:00,A,48,6.0NRT,293.7,6.1,N
38.261,26.957,308.1,1.1,1.1,2019-08-20,00:00,A,74,6.0NRT,292.8,9.5,N
38.249,27.057,315.7,1.1,1.1,2019-08-20,00:00,A,92,6.0NRT,294.6,14.4,N
38.253,26.942,307.6,1.1,1.1,2019-08-20,00:00,A,51,6.0NRT,292.8,8.4,N
38.252,26.955,318.8,1.1,1.1,2019-08-20,00:00,A,98,6.0NRT,294.2,18.9,N
38.242,27.03,312.9,1.1,1.1,2019-08-20,00:00,A,71,6.0NRT,294.2,11.9,N
38.248,26.947,315.5,1.1,1.1,2019-08-20,00:00,A,91,6.0NRT,293.9,16.2,N
38.237,27.035,310.5,1.1,1.1,2019-08-20,00:00,A,80,6.0NRT,294.4,11,N
48.17,37.71,300.3,1.3,1.1,2019-08-20,00:00,A,21,6.0NRT,289.9,6.5,N
47.874,33.394,303.1,1,1,2019-08-20,00:00,A,53,6.0NRT,290.2,6.8,N
47.1,37.607,309.8,1.3,1.1,2019-08-20,00:00,A,78,6.0NRT,290.4,14.6,N
46.222,34.628,301.4,1.1,1,2019-08-20,00:00,A,41,6.0NRT,288.7,6.2,N
42.312,25.88,301.7,1.4,1.2,2019-08-20,00:00,A,44,6.0NRT,287.1,10.4,N
38.311,27.019,305.5,1.1,1.1,2019-08-20,00:00,A,64,6.0NRT,291.2,8.7,N
28.905,20.966,318.8,1.8,1.3,2019-08-20,00:05,A,98,6.0NRT,294.9,38.4,N
30.541,26.091,305,1,1,2019-08-20,00:05,A,62,6.0NRT,292.6,6.2,N
28.915,19.788,322.3,2.2,1.4,2019-08-20,00:05,A,100,6.0NRT,293.3,64.7,N
28.917,19.766,311.2,2.2,1.4,2019-08-20,00:05,A,82,6.0NRT,292.7,34.3,N
28.907,20.947,310.3,1.8,1.3,2019-08-20,00:05,A,80,6.0NRT,294.4,21.6,N
29.233,19.708,309.3,2.2,1.5,2019-08-20,00:05,A,77,6.0NRT,291.8,28.9,N
30.532,26.089,304.4,1,1,2019-08-20,00:05,A,44,6.0NRT,293.2,5.7,N
27.994,22.327,317.5,1.4,1.2,2019-08-20,00:05,A,95,6.0NRT,294.7,26.4,N
28.915,19.783,322.1,2.2,1.4,2019-08-20,00:05,A,100,6.0NRT,293.4,64.2,N
30.542,26.08,304.6,1,1,2019-08-20,00:05,A,61,6.0NRT,292,6,N
-3.624,17.881,324,1.1,1,2019-08-20,00:10,A,100,6.0NRT,291.3,24.6,N
-3.623,17.872,309.5,1.1,1,2019-08-20,00:10,A,77,6.0NRT,290.5,10.2,N
-3.617,17.878,311.3,1.1,1,2019-08-20,00:10,A,82,6.0NRT,291.2,11,N
